,Unnamed: 0,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Solar,Wind Offshore,Wind Onshore
0,2015-01-01 00:00:00+00:00,2124.0,28748.0,16238.0,250.0,2744.0,1570.0,8981.0,5054.0,1573.0,1745.0,5041.0,7859.0
1,2016-01-01 00:00:00+00:00,1890.0,25702.0,14889.0,792.0,2744.0,1540.0,8981.0,4501.0,1817.0,3954.0,5011.0,8562.0
2,2017-01-01 00:00:00+00:00,2119.0,27688.0,11097.0,759.0,2744.0,1525.0,8985.0,6082.0,2104.0,8566.0,5471.0,10150.0
3,2018-01-01 00:00:00+00:00,2099.0,27206.0,10913.0,0.0,2744.0,1758.0,8974.0,8308.0,3132.0,12471.0,6071.0,12144.0
4,2019-01-01 00:00:00+00:00,4061.0,36149.0,8280.0,0.0,2744.0,1885.0,9229.0,4344.0,1873.0,13346.0,9379.0,12638.0
5,2020-01-01 00:00:00+00:00,4237.0,38274.0,6780.0,0.0,4052.0,1882.0,8209.0,3906.0,2249.0,13276.0,10365.0,12835.0
6,2021-01-01 00:00:00+00:00,4528.0,39822.0,5241.0,0.0,4309.0,1919.0,8256.0,2808.0,1900.0,13378.0,12160.0,12937.0
