feature,importance
NO4_FLEX,0.023926654125730844
GBR_NUC,0.022038878382056922
NO2_FLEX,0.02102283276233755
GER_NUC,0.019890408117654013
AUS_OTHER,0.01652734876014343
dayofyear,0.016283955461263534
weekofyear,0.016228063124274036
NO5_FLEX,0.015776374711291227
month,0.01540792033317612
BEL_NUC,0.015357791261244924
GBR_TOT_GEN,0.013186271999195575
SE3_OTHER,0.012746019483310321
GBR_OTHER,0.010446576307296772
NO1_INFLEX,0.010081341247728118
GBR_RES_LOAD,0.0099508647927895
CZE_NUC,0.009415781256787709
FIN_NUC,0.009385971277334683
GER_OTHER,0.008680749263596398
LAT_OTHER,0.008392491996366123
BKN_OTHER,0.00831382597693671
SWI_NUC,0.008103425195496242
NO5_INFLEX,0.007887626886083366
SE2_OTHER,0.007671057060531278
SE3_RES_LOAD,0.007560438031846325
NO5_OTHER,0.007192643237521053
FRA_NUC,0.007167385697545587
BKN_NUC,0.006929569191751338
FIN_FLEX,0.006664081790514556
GBR_FLEX,0.006487882970629119
ESP_NUC,0.006437363168599719
SE1_OTHER,0.005825442631195342
IT1_IEX,0.0057383574329739045
GER_TOT_GEN,0.00565908878948059
FIN_temperature,0.005536922345576613
FIN_RES_LOAD,0.005514844013460822
GBR_INFLEX,0.0054954323534578235
ESP_OTHER,0.005401103426283682
IT4_OTHER,0.0053953083270891055
POL_OTHER,0.005383510041308761
NET_NUC,0.00533509260189991
CZE_OTHER,0.005293582230636058
FRA_OTHER,0.0052083461234382665
IT2_temperature,0.005207832278604522
NO1_RES_LOAD,0.005060312734001175
NO1_WATER,0.005001534354833887
NO4_temperature,0.004999301061956969
NO1_actual_load,0.004991362851835491
SE4_OTHER,0.00494922997056425
EST_temperature,0.004913248420334428
DK2_temperature,0.004902331470138671
EST_OTHER,0.004895897277992913
NO1_OTHER,0.00483515729897826
LIT_OTHER,0.004764119460356855
SE3_TOT_GEN,0.00471863929707223
SE1_temperature,0.004608731143020405
GER_FLEX,0.004603826438261982
IT3_temperature,0.004595865845698781
NO2_OTHER,0.004591413858689181
SE3_INFLEX,0.004543241125302089
NO1_IEX,0.004538152414904124
FRA_FLEX,0.004350817334333542
POR_OTHER,0.004315629374868923
LAT_RES_LOAD,0.0043115454862782355
SE2_temperature,0.004257047228821128
NO3_OTHER,0.004254558895247974
IT4_temperature,0.004252760139068671
LAT_FLEX,0.004215828163066397
NO1_TOT_GEN,0.004201996308944305
FIN_OTHER,0.004181775803969525
AUS_FLEX,0.004150589186862766
BKN_FLEX,0.0041284968688775235
NO4_actual_load,0.004067679487732397
POL_temperature,0.0040460037025503385
FRA_TOT_GEN,0.0040437958115574595
SE3_temperature,0.004035994592838603
IT1_temperature,0.0040329690532738645
FRA_RES_LOAD,0.003998800875097757
SE4_RES_LOAD,0.003997492896359356
SE2_INFLEX,0.003951505908355891
LIT_FLEX,0.0038518423381559705
GER_RES_LOAD,0.0037421874519146365
DK1_temperature,0.003727565227863185
AUS_temperature,0.003634696276460706
NO2_temperature,0.0035999356701478546
LIT_temperature,0.003444445224165248
NO5_actual_load,0.0034002220641371783
SE4_temperature,0.003367078678217342
EST_RES_LOAD,0.0033387567652148225
NO3_temperature,0.0033264587170270515
CZE_temperature,0.0033163050676292462
NO1_temperature,0.003280456984765345
NO5_temperature,0.0032707019446235443
CZE_FLEX,0.0032481425061444695
BKN_IEX,0.0032235991674969063
EST_FLEX,0.0032097640500077435
GER_INFLEX,0.0031650497482192098
SE1_INFLEX,0.003156741277473122
NO2_INFLEX,0.003140240316603818
BKN_temperature,0.0031302969073217133
DK2_RES_LOAD,0.003067880581485455
NO4_INFLEX,0.003055635216167136
GER_IEX,0.0030424023059867893
CZE_RES_LOAD,0.0030281430030546746
FIN_actual_load,0.0030233367544376306
POR_FLEX,0.0030227538277749666
IT1_actual_load,0.0029507850363348844
SWI_temperature,0.0029402492172690164
BKN_RES_LOAD,0.0029045055074919386
DK2_OTHER,0.002889142993927313
FRA_actual_load,0.0028449821161411937
IT1_OTHER,0.002798664349620886
ESP_FLEX,0.0027491372761192
NO2_actual_load,0.002730309199257838
GER_temperature,0.0027195899805989698
DK1_OTHER,0.002711163663462512
NO3_INFLEX,0.0027001913490341868
ESP_temperature,0.0026330112081801808
GBR_temperature,0.0026255923081489082
BEL_RES_LOAD,0.0026134836491038763
NO4_TOT_GEN,0.0025375900393281837
BEL_FLEX,0.0025308207257682875
SE3_actual_load,0.0025137867446126142
NET_temperature,0.00249542607708786
DK2_FLEX,0.0024632353842322092
NO3_actual_load,0.0024147115131746607
is_weekend,0.0023469371036463973
NET_INFLEX,0.002341017815335992
FIN_IEX,0.00233643702485012
NET_FLEX,0.0022959209549557325
CZE_TOT_GEN,0.0022623776322567447
POL_TOT_GEN,0.002262168108551163
dayofweek,0.0022563035236747952
FRA_temperature,0.002240526849329648
NO4_WATER,0.002227556793580666
SE3_IEX,0.0022233948131432854
IT3_WATER,0.0022048271684807466
FIN_TOT_GEN,0.0021273082829613332
NO4_RES_LOAD,0.0021245455126215466
NO4_IEX,0.002099929616394915
LAT_INFLEX,0.002072821474459449
NO3_RES_LOAD,0.0020420905229329806
SE4_actual_load,0.002018480136348847
POL_FLEX,0.0019899648547554638
SE2_TOT_GEN,0.0019837124578703045
IT4_FLEX,0.0019703946610001534
SE1_TOT_GEN,0.0019675047901954444
IT2_actual_load,0.0019651452025406238
BKN_TOT_GEN,0.001960078860612706
SE2_RES_LOAD,0.0019451573502718637
BEL_temperature,0.0019128088033477629
POL_actual_load,0.0019119356135578545
