epoch,train_loss,val_loss,r2,mae
68,0.19856485552512682,0.7200422883033752,-1.1700465502038349,1081.0812
69,0.19849587174562308,0.7201215624809265,-1.170055291916141,1081.2283
70,0.19842697508060014,0.720201333363851,-1.170065371689604,1081.3752
71,0.19835818386994875,0.7202817996342977,-1.1700779329406026,1081.5223
72,0.1982894981136689,0.7203630805015564,-1.1700932629132264,1081.67
73,0.19822093271292174,0.7204451064268748,-1.1701115063731078,1081.8188
74,0.1981524911064368,0.7205278774102529,-1.1701329972271428,1081.97
75,0.19808419449971273,0.7206114828586578,-1.1701581932529055,1082.1221
76,0.19801603658841208,0.7206957340240479,-1.1701869048386588,1082.2762
77,0.19794804144364136,0.7207806011041006,-1.1702192868923516,1082.4318
78,0.1978802021879416,0.7208661437034607,-1.1702554430750958,1082.5883
79,0.1978125377343251,0.7209522128105164,-1.1702955202546046,1082.7463
80,0.1977450532408861,0.7210388481616974,-1.170339823903155,1082.9064
81,0.19743693734590823,0.72092338403066,-1.1690088385722537,1082.6724
82,0.19740280222434264,0.7208122313022614,-1.168089165146477,1082.533
83,0.19736689558395973,0.7207781672477722,-1.1677830907218016,1082.5391
84,0.19733251975132868,0.7208059430122375,-1.167764378562295,1082.6199
85,0.19729852045957857,0.7208492358525594,-1.1678079607774121,1082.7169
86,0.19726468851933113,0.7208943665027618,-1.1678543391734926,1082.8131
87,0.1972309322311328,0.7209393382072449,-1.1678955925074377,1082.9069
88,0.19719720689150003,0.7209838132063547,-1.1679320732450458,1082.9983
89,0.19716347925938094,0.7210278411706289,-1.1679651923398964,1083.0879
90,0.19712973672610062,0.7210714916388193,-1.1679963235590773,1083.176
91,0.19709598960784766,0.7211149334907532,-1.1680264465982335,1083.2631
92,0.19706221841848814,0.7211581667264303,-1.1680561889726273,1083.3494
93,0.1970284363398185,0.7212014496326447,-1.1680859430273112,1083.4354
94,0.1969946393599877,0.721244752407074,-1.168116085757894,1083.5211
95,0.19696084123391372,0.7212881445884705,-1.1681468400327213,1083.6067
96,0.1969270293529217,0.7213316361109415,-1.1681783817122278,1083.6926
97,0.19689321460632178,0.7213752766450247,-1.1682108578629395,1083.7781
98,0.19685940559093767,0.721419115861257,-1.1682442832626703,1083.8643
99,0.19682558969809458,0.7214630941549937,-1.168278799422952,1083.9501
100,0.19679178354831842,0.7215072810649872,-1.1683144736065825,1084.0363
