epoch,train_loss,val_loss,train_r2,val_r2,train_mae,val_mae
1,1.0366116766300466,2.732507893672356,-0.03531072711251501,-1.7639862273114264,282.73416,389.0426
2,0.8604110050946474,2.443516332369584,0.14037379547889206,-0.9622210000407593,264.5531,358.3369
3,0.7646993173079358,2.6455251299417935,0.2361969824805441,-1.2917413281093686,243.29474,383.0773
4,0.7563711866322491,2.395030154631688,0.24439535305227297,-0.7477313120595241,246.11823,354.45328
5,0.7398811967836486,2.8085146317115197,0.26091521035499204,-1.4360301852294575,237.87842,393.974
6,0.6811505979340937,2.3971151549082537,0.3196485164213616,-0.6574383609117587,231.04506,348.884
7,0.6792875761166215,2.7294419820492086,0.32149964894087646,-1.4000212986854392,227.95905,388.6919
8,0.6668876563716266,2.4517992987082553,0.3339477832706993,-0.7708821241721397,225.73985,351.44678
9,0.7681974211914672,2.874087769251603,0.23250581540648993,-1.7388854415928463,242.38995,409.9551
10,0.8433593350152174,2.9328584166673513,0.15739440962568974,-1.4413685413558868,251.61737,399.33823
11,0.8581196251842711,2.6816591849693885,0.14284215398626549,-1.384665133248037,255.71764,384.40308
12,0.6102521678225862,2.69800596512281,0.39056127089566955,-0.9869234898055093,212.83109,352.7091
13,0.5586492588950528,2.501952363894536,0.44216136842277404,-0.7998774274889784,200.7165,343.1332
14,0.5324516603723168,2.484775034280924,0.46834365204028156,-0.7157513971477162,195.75261,336.20673
15,0.506488255949484,2.3989092157437253,0.4943200183851485,-0.6625602946280063,190.17844,331.72256
16,0.48032475997590357,2.357831134245946,0.5204991685111215,-0.6262352520628485,183.96803,327.85538
17,0.47017419296834206,2.3247987811382,0.5306625443972018,-0.6165876709709335,181.1756,326.18048
18,0.46599409605065983,2.3156419900747447,0.534851008513974,-0.6177232798769332,180.01204,326.06766
19,0.4665977910367979,2.307570001253715,0.53425460420485,-0.6233835995650829,179.89934,326.0953
20,0.46754016333984005,2.3165693374780507,0.5333177211067157,-0.6349124324282501,180.11505,326.9754
21,0.46729381579077905,2.314346033793229,0.5335701100392751,-0.639269173777878,179.5235,326.67746
22,0.46682882878101534,2.3292906330182004,0.5340393658538922,-0.6480176402109756,179.21289,326.6139
23,0.4662818681034777,2.3299079743715434,0.5345895215849189,-0.653436486259801,178.46037,326.1811
24,0.467229466057486,2.3489818572998047,0.5336423923816023,-0.6593986758426558,178.78015,326.07407
25,0.4693400381753842,2.3501048661195316,0.531530278490596,-0.6680816067354534,179.2986,327.4272
26,0.44882043533855015,2.3673185912462382,0.5520034683752176,-0.70566271075979,175.1512,328.87997
27,0.44313737180911833,2.3758130371570587,0.5576909364647508,-0.6399098697864356,172.77084,323.85916
28,0.44010228648160893,2.3452928753999562,0.5607298168639208,-0.5898774266911797,171.64421,322.23694
29,0.43909375592031413,2.3438595831394196,0.5617424047605148,-0.5794823581362027,171.24654,321.50592
30,0.4386891255983048,2.339677161895312,0.5621503379767856,-0.5687849273930468,171.17584,321.08853
31,0.4385146476431853,2.3381621493743014,0.5623278705150693,-0.56436008653329,171.15335,320.81262
32,0.4281929176197284,2.3514811167350183,0.5726290599786069,-0.5413645600110548,168.7531,318.73398
33,0.4274265008668105,2.3688498529104085,0.5734003284964192,-0.5088090077014036,168.54277,317.2948
34,0.42619620486059123,2.36135484622075,0.5746337145924779,-0.5030068450045077,168.06294,317.0614
35,0.42546963282964295,2.3572051181243014,0.5753622692056012,-0.4998040203796378,167.77252,316.9762
36,0.4250110734461082,2.353501306130336,0.5758222088218155,-0.4985421327098074,167.58209,316.96936
37,0.42472253356956774,2.3505568481408634,0.5761117160552367,-0.4979539873608695,167.45813,316.98962
38,0.4186120586366289,2.35456383228302,0.5822132229728433,-0.4937689481176355,165.97437,317.0032
39,0.4176117647956643,2.358786349113171,0.5832139036830779,-0.4832764043252273,165.70023,316.5509
40,0.4170656039689978,2.357990617935474,0.5837605346211578,-0.4795811060475792,165.46906,316.35248
41,0.41671783161453074,2.3567057847976685,0.5841087259155199,-0.4783209195241375,165.31363,316.3084
42,0.4164898293092847,2.3554545801419478,0.5843370913857954,-0.4778861586389471,165.20657,316.32166
43,0.4163435702212155,2.354352737848575,0.5844836669559679,-0.47775171594340204,165.13336,316.3526
44,0.41222930792719126,2.354471403818864,0.5885954483774903,-0.4773788658303183,163.98541,316.77496
45,0.4114785751638313,2.3555277310884914,0.5893457451163011,-0.4760477939840506,163.74232,316.7172
46,0.41136627385599744,2.35617458820343,0.5894577799576983,-0.47503409735033014,163.68832,316.66953
47,0.41132304227600497,2.3564535196010885,0.5895008945341701,-0.4743480433070115,163.65973,316.64267
48,0.4113059768763681,2.3565123287531047,0.5895179064763205,-0.47388969634356415,163.64331,316.6301
49,0.4113049822238584,2.3564637165803175,0.589518886327826,-0.47357973372815754,163.63419,316.62717
50,0.4088216357760959,2.356390416622162,0.5920018085596015,-0.47367140165060867,162.87842,316.83524
51,0.4086093650613394,2.356654302431987,0.5922136024422828,-0.47357793642790036,162.81061,316.88147
52,0.4085725113335583,2.3569524815449348,0.5922501475888104,-0.4734028014968883,162.7964,316.8859
53,0.40857582146094906,2.3572337742035208,0.5922466446903932,-0.4732135051286243,162.7942,316.88312
54,0.4085917359528442,2.3574679723152747,0.592230596907143,-0.4730249081469808,162.79646,316.87912
55,0.4086127180813087,2.357647797236076,0.5922095275558069,-0.472840415971915,162.80052,316.87537
56,0.4072561859567132,2.357655039200416,0.5935661198406785,-0.47284902048320987,162.37416,316.94003
57,0.4072248364488284,2.3577512067097883,0.5935971882977149,-0.4728211732188601,162.36623,316.97256
58,0.40721930832498604,2.357864824625162,0.5936025168217642,-0.4727654805331547,162.36511,316.98743
59,0.4072248212889665,2.357984130199139,0.5935968547150519,-0.4726928985875263,162.367,316.993
60,0.40723557692642015,2.3581028007544003,0.5935859804319512,-0.47261140263485146,162.37004,316.99448
61,0.4072490414190624,2.3582169734514675,0.5935724224279506,-0.47252554104183414,162.3739,316.99405
62,0.40654035973259145,2.3582454919815063,0.5942812175339677,-0.4725123108213056,162.1485,317.01202
63,0.40654118115910226,2.3582930312706876,0.5942802696992148,-0.47249152016980606,162.14964,317.02444
64,0.406544874732693,2.358346950549346,0.5942764733334728,-0.4724656116136569,162.15173,317.03336
65,0.4065503813326359,2.3584039899019094,0.5942708745969933,-0.4724349816647876,162.1538,317.03915
66,0.40655706346862847,2.3584621800826144,0.5942641127825303,-0.47240028010749824,162.15614,317.04266
67,0.40656453189957475,2.3585204917650957,0.5942565764057736,-0.47236241879772084,162.1586,317.04492
68,0.40620222765331465,2.3585414726000566,0.594618961716518,-0.4723509385344735,162.04292,317.05048
69,0.40620531752291655,2.3585661397530484,0.5946158158579228,-0.4723375716794289,162.04431,317.05508
70,0.406208745100432,2.3585924162314487,0.5946123334558219,-0.47232325053174734,162.04572,317.0588
71,0.40621245585175025,2.3586196647240567,0.5946085781451537,-0.4723078860178976,162.04712,317.0619
72,0.40621637490888435,2.3586475390654345,0.5946046098063303,-0.47229141731087765,162.04854,317.06433
73,0.4062204761948023,2.358676011745746,0.59460047058057,-0.47227416001057754,162.05025,317.06635
74,0.4060374060128298,2.3586882605002475,0.594783584185891,-0.4722674433955818,161.99152,317.06842
75,0.4060393950074083,2.3587010961312513,0.5947815679993647,-0.4722600668266752,161.99237,317.0702
76,0.4060414362595313,2.358714305437528,0.5947795013206425,-0.4722524475243807,161.9932,317.0719
77,0.4060435293552776,2.3587278609092417,0.5947773895455848,-0.4722446987843699,161.994,317.07346
78,0.40604565427121186,2.3587416272896986,0.5947752356205971,-0.47223667600524205,161.99484,317.0749
79,0.40604782414933044,2.3587555701916036,0.5947730452140632,-0.47222846899794985,161.99564,317.0761
80,0.40595582701886695,2.358761872236545,0.5948650631772843,-0.4722248023811806,161.96613,317.07684
81,0.40595691376883125,2.358768364557853,0.5948639684732924,-0.4722210114761147,161.96667,317.07785
82,0.405958002484921,2.3587749233612647,0.5948628644394205,-0.47221716007643433,161.96703,317.0786
83,0.405959103618645,2.3587815165519714,0.5948617519442551,-0.4722132335453895,161.96747,317.07944
84,0.40596021411733496,2.358788247291858,0.5948606298672617,-0.47220929867016725,161.96785,317.08002
85,0.40596133103180265,2.358795023881472,0.5948594991059334,-0.47220526881510455,161.96829,317.0807
86,0.40591522383814055,2.3587983204768252,0.5949056214436892,-0.4722033652339306,161.95357,317.081
87,0.40591578035511905,2.358801701894173,0.594905056153283,-0.47220144079732557,161.95367,317.08148
88,0.4059163425117731,2.3588051176988163,0.5949044885760698,-0.4721995751265131,161.95387,317.08188
89,0.4059169025470813,2.358808512871082,0.5949039194328083,-0.47219764425384053,161.95416,317.08228
90,0.4059174680668447,2.358811969940479,0.5949033490412985,-0.47219569604881023,161.95435,317.08255
91,0.4059180354492532,2.3588153834526357,0.594902775917121,-0.47219368376542625,161.95453,317.08292
92,0.40589495479232734,2.358817091354957,0.594925866111842,-0.47219266443045893,161.9472,317.08316
93,0.40589523408561945,2.358818824474628,0.5949255788732987,-0.4721916383793481,161.9473,317.08337
94,0.40589552207125557,2.358820562179272,0.5949252919110601,-0.4721906181030697,161.94737,317.0835
95,0.40589580829772687,2.358822302176402,0.5949250036270853,-0.47218959790107895,161.94745,317.0838
96,0.4058960917302304,2.358824078853314,0.5949247148908491,-0.47218859797345725,161.94759,317.08392
97,0.4058963771805995,2.3588258142654714,0.5949244263793481,-0.47218758344023143,161.94771,317.0841
98,0.4058848357655936,2.3588265363986674,0.5949359762841495,-0.47218705186592097,161.94414,317.0842
99,0.40588497391177547,2.358827302089104,0.5949358316489393,-0.472186508402839,161.94415,317.0843
100,0.40588511826677454,2.3588281250916996,0.594935686926917,-0.47218595294228016,161.94427,317.08435
