epoch,train_loss,val_loss,r2,mae
48,0.2317596782858555,0.7844529151916504,-1.3428673641402247,1057.8323
49,0.23363209745058647,0.7910479704538981,-1.3790823497925204,1084.3354
50,0.237110069164863,0.7829468846321106,-1.1355398103172833,1000.8078
51,0.2369602328309646,0.7800191243489584,-1.243165749759566,1023.9368
52,0.23478691509136787,0.7793896595637003,-1.1257128517136505,1012.3493
53,0.23191750336151856,0.8050132791201273,-1.300507769947947,1072.8096
54,0.23048697641262642,0.812055508295695,-1.301812998089801,1065.5039
55,0.22757934435055807,0.7856982946395874,-1.1967755632053396,1036.4331
56,0.2276623177413757,0.7933221260706583,-1.3622381937934498,1039.2804
57,0.22673128344691718,0.75890584786733,-1.0167391243296968,978.10803
58,0.2225243288737077,0.7934584220250448,-1.2903731687482085,1044.2007
59,0.22146036074711725,0.8051437139511108,-1.2459623283529273,1049.6356
60,0.22024068436943567,0.7821777065594991,-1.1489369156796845,1033.7686
61,0.21858544733661872,0.7800434231758118,-1.1372326314812606,1020.2433
62,0.20539450645446777,0.7720145583152771,-1.0726177614473364,1001.5458
63,0.19823131853571305,0.7748124599456787,-1.0890879796581132,1006.633
64,0.19474628739632094,0.782308042049408,-1.1141885106864036,1023.9587
65,0.19320716651586387,0.7828783591588339,-1.1569562133965712,1025.615
66,0.1920827472439179,0.7794091900189718,-1.147655775624684,1022.9625
67,0.1924927718937397,0.7944265007972717,-1.262275174070049,1046.9104
68,0.19418652126422295,0.7971808115641276,-1.1983876036393222,1050.1045
69,0.1957826201732342,0.8138380249341329,-1.419295843859436,1083.3125
70,0.1978330804178348,0.799245019753774,-1.2514904485635228,1053.4668
71,0.19927860882419807,0.7874564528465271,-1.2470654435027075,1033.5189
72,0.2011018541569893,0.8228840827941895,-1.427045906861323,1099.3093
73,0.19948630063579634,0.803119937578837,-1.2681477255499327,1072.8004
74,0.19733358833652276,0.7747758428255717,-1.0347042135873816,998.71436
75,0.19597723736212805,0.7844493389129639,-1.160267241262309,1017.6754
76,0.19295483483717993,0.7900976339975992,-1.2352936242734358,1055.0775
77,0.19148590988837755,0.7945656975110372,-1.1401083603408593,1045.4558
78,0.1906702839411222,0.7884101867675781,-1.114138904577063,1030.3693
79,0.18978898456463447,0.791883647441864,-1.2078600695010402,1024.1346
80,0.19067027133244735,0.793834904829661,-1.131779812840727,1028.3694
81,0.18808010707680994,0.8005977869033813,-1.2770887208962667,1069.7517
82,0.18138164797654519,0.7853793501853943,-1.1077225095972771,1026.2716
83,0.1772043343919974,0.7877090573310852,-1.1445831063756935,1039.7631
84,0.17567698600200507,0.7905586759249369,-1.1611621224354685,1043.2888
85,0.17457908850449783,0.7888989448547363,-1.1395221522333885,1038.2681
86,0.17369599067247832,0.7911010980606079,-1.154457118773386,1041.3912
87,0.17299583153082773,0.7894603808720907,-1.1438838066998696,1039.0488
88,0.1724441908299923,0.7903106013933817,-1.1358284766788525,1037.3402
89,0.1721485689855539,0.7931402126948038,-1.1678144899302212,1046.6046
90,0.17194220781899416,0.7958991726239523,-1.1936400118485668,1052.3057
91,0.17226243850130302,0.791573146979014,-1.1506818945608983,1036.4448
92,0.17253922470487082,0.7842657168706259,-1.0792625114126855,1019.05164
93,0.17368326851954827,0.7949826320012411,-1.2228544047898722,1058.0819
94,0.1749531704072769,0.8092584013938904,-1.3751748722716635,1085.4923
95,0.17654885323001787,0.8000123500823975,-1.230146036125097,1042.252
96,0.17781093516028845,0.7831588188807169,-1.0541934384334908,1008.21326
97,0.17806595621200708,0.7864306569099426,-1.2300294508294567,1050.9269
98,0.1778347437771467,0.8117923140525818,-1.3686758075853056,1086.531
99,0.17674994783905837,0.8030770818392435,-1.2410258348889316,1056.7784
100,0.17576476071889585,0.7833888928095499,-1.0790222303786154,1011.6227
