epoch,train_loss,val_loss,r2,mae
47,1103316.1995192308,1562413.5,-0.630320895569198,915.3796
48,1104810.6225961538,1567020.8333333333,-0.6374843254464289,915.5241
49,1103362.1274038462,1569640.9583333333,-0.6379647019896588,916.3714
50,1104069.5432692308,1567188.9583333333,-0.6307841535647748,916.2664
51,1103539.076923077,1562842.875,-0.6332811328899056,915.5624
52,1104610.1057692308,1581312.9583333333,-0.6663287131757067,919.63416
53,1102450.485576923,1574438.25,-0.6456321888037057,917.6383
54,1102140.9567307692,1551517.5416666667,-0.6167834995934492,912.0594
55,1103105.3125,1557754.5416666667,-0.6243153382434523,913.2418
56,1101175.829326923,1573330.125,-0.6508742669307732,917.6834
57,1101518.795673077,1567572.1666666667,-0.6430800830067183,916.71747
58,1099347.9399038462,1540704.0,-0.5988407186377642,909.0487
59,1102612.8004807692,1561801.2083333333,-0.6348534212514975,913.683
60,1100712.173076923,1571738.1666666667,-0.6455650705898617,917.2785
61,1094488.8173076923,1556552.25,-0.6238273659757744,912.5579
62,1093904.7115384615,1558020.9166666667,-0.6268080812676908,913.39014
63,1093038.9014423077,1570992.0416666667,-0.6450704743801251,916.72156
64,1093462.1947115385,1571500.0416666667,-0.6486270261162723,916.52765
65,1092438.7860576923,1564823.7916666667,-0.6397004862030549,914.2638
66,1092263.9735576923,1584133.2083333333,-0.6589451308181604,920.45276
67,1091492.5072115385,1573747.2916666667,-0.6440972483501074,917.4413
68,1092762.5216346155,1578361.9166666667,-0.6490050455127944,918.1268
69,1091907.9807692308,1578006.2083333333,-0.6500065013004681,918.384
70,1093918.2932692308,1581129.25,-0.65655263103556,919.6486
71,1092782.1370192308,1576196.75,-0.6485006818834427,919.11554
72,1091395.9254807692,1571142.7916666667,-0.6433033236902557,916.49493
73,1092367.454326923,1565515.1666666667,-0.6329793911762184,914.93427
74,1094597.9014423077,1571538.3333333333,-0.6412296274388337,917.3873
75,1092812.3966346155,1583497.0,-0.6567403716407957,919.12463
76,1091903.2572115385,1581188.7916666667,-0.6521037939720252,919.24414
77,1091471.5528846155,1574100.375,-0.6489897438625981,917.6507
78,1091799.90625,1585171.2916666667,-0.6668896844936539,919.71204
79,1091283.6971153845,1600447.0416666667,-0.6848945695138078,924.30927
80,1091069.8317307692,1602359.4583333333,-0.6821167827019201,925.00916
81,1087969.9086538462,1596111.2083333333,-0.6753646371989185,922.6429
82,1087817.5576923077,1590980.9166666667,-0.6699716975108891,921.50616
83,1088269.3413461538,1595428.9583333333,-0.6750144889549701,922.88806
84,1087732.2524038462,1588768.5,-0.6694619366293919,921.0919
85,1089666.0817307692,1589557.7916666667,-0.6688382021784328,921.2425
86,1087451.6802884615,1587627.9583333333,-0.6674688777149966,920.6427
87,1089710.6442307692,1587529.0833333333,-0.668487531226287,920.6117
88,1088136.7259615385,1592383.0416666667,-0.6730800636317107,922.4025
89,1087661.5889423077,1585249.9583333333,-0.6619909287724403,920.7298
90,1088653.3774038462,1587218.2083333333,-0.6629181994072687,921.49084
91,1085047.9495192308,1588175.5,-0.665264102060856,921.70886
92,1087759.3413461538,1591871.875,-0.6696317835888598,922.2123
93,1086310.4471153845,1591534.0833333333,-0.6719752819042082,922.08167
94,1087355.0216346155,1595307.75,-0.6783108861418594,923.40314
95,1085945.485576923,1599205.9583333333,-0.6820293089380992,923.95135
96,1088063.5216346155,1595646.8333333333,-0.682090184417324,922.83704
97,1087011.3317307692,1592641.125,-0.6751821862303157,922.2244
98,1086717.5240384615,1591437.8333333333,-0.6771630785613433,921.8162
99,1086945.5865384615,1588775.9166666667,-0.6697639723816655,920.86395
100,1088056.9350961538,1589708.4166666667,-0.6697363406576906,921.1349
