timestamp,generation_solar,generation_wind_onshore,generation_wind_offshore,generation_hydro_run_of_river_and_poundage,generation_nuclear,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_biomass,generation_waste,generation_other
2023-01-03 02:00:00,0.0,369.0,0.0,747.0,4371.0,230.0,744.0,1.0,853.0,23.0,120.0
2023-01-03 03:00:00,0.0,325.0,0.0,898.0,4371.0,234.0,760.0,1.0,857.0,15.0,120.0
2023-01-03 04:00:00,0.0,313.0,0.0,938.0,4370.0,239.0,917.0,1.0,886.0,18.0,119.0
2023-01-03 05:00:00,0.0,326.0,0.0,1255.0,4369.0,265.0,974.0,1.0,927.0,24.0,117.0
2023-01-03 06:00:00,0.0,350.0,0.0,1600.0,4370.0,267.0,1028.0,1.0,953.0,24.0,120.0
2023-01-03 07:00:00,1.0,334.0,0.0,1916.0,4370.0,285.0,1096.0,22.0,958.0,24.0,114.0
2023-01-03 08:00:00,4.0,292.0,0.0,1779.0,3890.0,323.0,1149.0,58.0,958.0,24.0,115.0
2023-01-03 09:00:00,11.0,259.0,0.0,1814.0,3419.0,315.0,1153.0,2.0,957.0,24.0,110.0
2023-01-03 10:00:00,12.0,188.0,0.0,1853.0,3329.0,298.0,1157.0,6.0,952.0,24.0,106.0
2023-01-03 11:00:00,5.0,162.0,0.0,1972.0,3320.0,322.0,1169.0,1.0,958.0,24.0,106.0
2023-01-03 12:00:00,0.0,174.0,0.0,1894.0,3320.0,338.0,1173.0,1.0,987.0,23.0,111.0
2023-01-03 13:00:00,0.0,247.0,0.0,2026.0,3318.0,322.0,1170.0,1.0,1006.0,23.0,114.0
2023-01-03 14:00:00,0.0,332.0,0.0,2060.0,3302.0,320.0,1175.0,1.0,1002.0,23.0,114.0
2023-01-03 15:00:00,0.0,383.0,0.0,2048.0,3456.0,325.0,1176.0,1.0,1002.0,23.0,114.0
2023-01-03 16:00:00,0.0,413.0,0.0,2175.0,3458.0,309.0,1179.0,1.0,1011.0,23.0,116.0
2023-01-03 17:00:00,0.0,549.0,0.0,2107.0,3457.0,312.0,1198.0,1.0,1022.0,23.0,117.0
2023-01-03 18:00:00,0.0,665.0,0.0,1900.0,3457.0,316.0,1220.0,1.0,998.0,23.0,120.0
2023-01-03 19:00:00,0.0,787.0,0.0,1581.0,3458.0,273.0,1230.0,1.0,1008.0,23.0,118.0
