epoch,train_loss,val_loss,train_r2,val_r2,train_mae,val_mae
1,0.8859210025072097,1.2088496536016464,0.11380165265008417,-0.23741662242499784,764.32117,817.29785
2,0.8164880031347275,1.1986624939101083,0.1833000007507462,-0.23056265664545644,732.36163,816.9825
3,0.7813965759277344,1.1888524719646998,0.21840757934714766,-0.22506811216620354,715.04474,816.1112
4,0.7522596081495285,1.1896358600684576,0.24762983815677705,-0.23369685662713172,701.08594,817.81506
5,0.7284299252033234,1.1935654431581497,0.2714765289902575,-0.24356134118892,689.9888,819.5514
6,0.7100440657138825,1.180531022804124,0.2898587328272545,-0.23434239431372217,681.03564,814.65027
7,0.6950388095378875,1.173142861042704,0.30496184549192434,-0.23781220363104047,673.3053,811.8639
8,0.6839481776952744,1.1806323187691825,0.31604941761759614,-0.24880683748099353,667.9929,813.7112
9,0.6810984011888505,1.1526640845196587,0.3188352339770019,-0.21835312048961955,666.56525,805.1411
10,0.6701673243045807,1.1596228842224394,0.32984309685782065,-0.22778780668273577,660.435,808.79395
11,0.663188402056694,1.1295849872486932,0.3368257890732179,-0.19231193353362383,656.46954,798.3441
12,0.6543145790100098,1.1487202580486024,0.3456767930588501,-0.21390259254708982,651.7621,805.23206
13,0.6467065019607544,1.1383337548800878,0.35325870968225975,-0.20228026653894457,648.14294,801.0657
14,0.6369559823274612,1.1252978146076202,0.3630530859116651,-0.1871942679039357,643.37787,796.5504
15,0.6270123097896576,1.1305815385920661,0.3730041569801311,-0.19348754437251017,638.0769,797.96594
16,0.6206946449279785,1.1453618556261063,0.379321364921838,-0.20493905413463742,634.4186,801.7866
17,0.6164996149539947,1.1395203258310045,0.3835601839732574,-0.19629368166013064,631.1622,803.02264
18,0.6113169603347778,1.1371401463236128,0.3886870328170622,-0.18190173842878538,629.3532,799.2582
19,0.6062899632453919,1.1425592047827584,0.393703288511773,-0.18520412775269796,625.6881,799.32227
20,0.6007324167490006,1.1371367297002248,0.3992175150968663,-0.18669741989431748,621.693,800.0202
21,0.602859234571457,1.12111896276474,0.39706660261277177,-0.1764748337166032,623.7792,799.67413
22,0.5875325082540512,1.1328261579786028,0.4123918977544814,-0.18390191980092788,614.3415,800.34454
23,0.5734590327739716,1.1285194179841451,0.4265039181494076,-0.17699091725699287,606.5881,796.4351
24,0.5646849983930587,1.1276445431368691,0.4352878787175518,-0.17191041940756066,602.0443,795.49133
25,0.5552855632305145,1.139314862234252,0.44469284086766103,-0.1826152607308488,596.5679,799.194
26,0.549023385643959,1.134921086685998,0.45095808703210893,-0.17341414156586354,592.3344,794.2216
27,0.5448632388114929,1.1370898549045836,0.45514358085257706,-0.16954323965805637,589.59973,793.9463
28,0.5417246696949005,1.1348772879157747,0.45827154732495445,-0.16865714202701634,587.0281,793.4447
29,0.5308063681125641,1.1381302284342902,0.4692160750915543,-0.1851997216592874,580.11694,797.6335
30,0.5237277921438217,1.137770101428032,0.476302024612594,-0.18947464073444045,577.03784,799.84314
31,0.5184263868331909,1.142958477139473,0.48163655033174974,-0.1960289661922709,573.46375,803.4879
32,0.513942042350769,1.1515824113573347,0.48611591469144716,-0.19761916241191674,571.1971,802.3828
33,0.5103299659490586,1.149818526847022,0.4897200943875307,-0.19688441291087772,568.8235,801.7943
34,0.5041852912902832,1.1538433304854803,0.49587665490758875,-0.20691669473021657,565.0626,804.303
35,0.5002485282421112,1.148427507707051,0.49982467765828514,-0.19481983484048793,562.0604,800.64014
36,0.49616869044303896,1.1460338000740324,0.5038696434226969,-0.18698403420932266,559.7071,798.868
37,0.49468206250667573,1.1452176400593348,0.5053937385358511,-0.186964199849466,558.13947,798.5077
38,0.49108297419548036,1.1487058337245668,0.5089762047259307,-0.1906940317824692,556.5102,799.1112
39,0.4902524788379669,1.1466204417603356,0.5097987410827929,-0.18898830050775575,556.1041,799.3302
40,0.4859874413013458,1.1552795278174537,0.514075953127063,-0.20019900336658525,553.15857,802.24554
41,0.4838535950183868,1.156115276472909,0.5161932035352901,-0.20028081140344578,551.92883,802.17786
42,0.4820799853801727,1.1581090411969595,0.5179612649688344,-0.2021742679389556,551.21545,802.6739
43,0.4799591792821884,1.1578374058008194,0.520086410177415,-0.20296894880748786,549.90106,802.85754
44,0.4785726879835129,1.158175643001284,0.521441681562752,-0.2032208092959547,549.2123,802.7318
45,0.478087721824646,1.1575263802494322,0.5219292641230947,-0.20248941457084962,549.04816,802.383
46,0.47589218711853026,1.158392282468932,0.5241671990392172,-0.20395698238305832,546.86633,802.3496
47,0.47452645587921144,1.1578161205564226,0.5255170211165644,-0.2025931591129444,546.6138,801.5128
48,0.4744834448099136,1.1567164893661226,0.5255428607269053,-0.20155506541351756,545.9443,801.3477
49,0.4734672574996948,1.1564745754003525,0.5265537908591085,-0.2010997679221725,545.87024,801.5575
50,0.4728744909763336,1.1554203459194727,0.5271607175688479,-0.20039593094553648,545.503,801.0706
