epoch,train_loss,val_loss,train_r2,val_r2,train_mae,val_mae
1,0.40970875972509385,0.5596081465482712,0.024306748533388278,-0.6512452443714477,803.36755,893.19305
2,0.3828126454353333,0.46463312208652496,0.0968247982457788,-0.3053164133170316,768.6993,820.51465
3,0.36555199736356736,0.4422916589038713,0.14506557426863875,-0.22543820749516602,746.462,806.99243
4,0.3561500512361527,0.4317943954042026,0.1713708399612653,-0.18378066773526366,734.5944,798.61084
5,0.3479406631588936,0.42687553486653734,0.19368869914005776,-0.16313012115873327,724.1259,793.39777
6,0.34155533319711684,0.42405614789043156,0.21052255287194716,-0.15458747632697106,715.6839,791.2171
7,0.33663533347845076,0.42287253801311764,0.2230079282128254,-0.14941460782878696,708.7573,789.82117
8,0.33313555777072906,0.42199745029211044,0.2320062150613106,-0.14503953871212058,704.0226,788.3975
9,0.3300009804368019,0.42179579181330545,0.2403548451492361,-0.14139758780056494,699.9245,787.701
10,0.3269619489908218,0.4230511880346707,0.24841359485952136,-0.14289505606824857,695.8132,788.8956
11,0.3234640399813652,0.42123073978083475,0.25740626977955544,-0.13933012095725333,691.1139,787.2478
12,0.32244934618473053,0.41943121807915823,0.2602542110392823,-0.13380033737260555,689.9603,784.3393
13,0.32020723617076874,0.41934843893562046,0.2665325039065854,-0.13555082440496108,687.31244,784.1703
14,0.31860665196180343,0.41792318863528116,0.2709561753406252,-0.1318308205908926,685.5573,780.78174
15,0.31666919100284574,0.41702092226062504,0.27594924295907225,-0.12967381958657104,683.00366,780.35803
16,0.314981520652771,0.41904973132269724,0.28054665337211676,-0.1362659759009795,680.57104,784.27716
17,0.3133326612114906,0.4188689174396651,0.28534150861702395,-0.13329536731620828,678.0202,782.8621
18,0.31195428913831713,0.41828647681644987,0.2885382891030374,-0.13219953160538767,676.31696,781.88367
19,0.31106260949373243,0.41640852285282953,0.29045085147725785,-0.12890658327546892,675.2921,779.64185
20,0.3102945784330368,0.417234694319112,0.29268856514074393,-0.1299401066767708,674.656,779.31116
21,0.30836589211225507,0.41811179582561764,0.29784069161380294,-0.13373163785172984,672.01526,780.7572
22,0.3075015606880188,0.4225584353719439,0.30003699734233097,-0.15084340669276144,671.54443,787.1562
23,0.3060185890197754,0.41859222097056253,0.30388284224782847,-0.13806717466478266,669.72064,781.88245
24,0.305071965277195,0.41844108594315393,0.306527594646708,-0.13712555395582535,667.97394,779.8449
25,0.3036712305545807,0.4199720546603203,0.3100422133723089,-0.1420131803926054,665.7313,781.67755
26,0.3008952262401581,0.42213584376232965,0.3173267267575299,-0.1486425607613861,662.0067,782.7968
27,0.297019572019577,0.4206200135605676,0.32708610226953283,-0.14688338713071264,656.4247,781.3157
28,0.294851854622364,0.42165374968733105,0.33276491228014843,-0.14796336601111532,653.5173,782.1597
29,0.2935174353122711,0.4258483925036022,0.3363543540773156,-0.16072541454165806,651.58093,787.05975
30,0.2921979040503502,0.42414608704192297,0.3396713107372066,-0.15548204256336778,650.22327,785.2889
31,0.29155700170993804,0.42433256655931473,0.3412891928983879,-0.1546969051583925,648.6641,785.70294
32,0.2890873369574547,0.424898556300572,0.3473109873311004,-0.15648575538765308,645.26685,784.6725
33,0.2869831837415695,0.42523421134267536,0.3528207236519604,-0.15820383156841378,642.31384,785.84393
34,0.2860881125330925,0.4239523432084492,0.3548645918237161,-0.15597091511232314,640.97363,784.58484
35,0.2855929513573647,0.4245589024254254,0.3561808359492496,-0.15841401535046215,640.45654,785.8504
36,0.28500862449407577,0.4245419204235077,0.35764303008429954,-0.15832721739595418,639.9284,785.8663
37,0.28446420562267305,0.4235826145325388,0.35911514237750336,-0.15385559798891807,639.2751,784.66345
38,0.2826134306192398,0.4251503646373749,0.3637174238995427,-0.15936213408733146,636.58325,785.35077
39,0.281895621240139,0.4255970556821142,0.3655143686511063,-0.16078227202218492,635.39417,785.9862
40,0.2812472986578941,0.4259979490722929,0.36717641896600367,-0.16216740207362573,634.6627,786.9681
41,0.2810616516470909,0.426003166607448,0.3675717347061874,-0.16237478584557183,634.2888,786.5582
42,0.2804829973578453,0.42605719502483097,0.3689550914267401,-0.1633223800856723,633.6215,786.7536
43,0.28004443407058716,0.4262562692165375,0.37012619576705447,-0.16492952282015466,632.89465,787.3418
44,0.27909641999006274,0.4271978256957872,0.37271220070398925,-0.1672940631961542,631.5506,787.99414
45,0.27877783924341204,0.42767786979675293,0.3733284029943249,-0.16952117208059653,631.254,788.701
46,0.27847446006536486,0.42778425557272776,0.3741989930761771,-0.16999132216426152,630.6176,788.6111
47,0.27805319541692736,0.4276638978293964,0.3751388081642554,-0.16983666400771458,630.00494,788.28455
48,0.2780950210690498,0.4274915690932955,0.3750225735332311,-0.1693529568422188,630.2153,788.5459
49,0.27788408255577085,0.42761298907654627,0.37560296353861966,-0.1699123198308516,629.9111,788.75024
50,0.27755338430404664,0.4276835875851767,0.3765550655085998,-0.16933093616545536,629.4027,788.55206
