timestamp,generation_solar,generation_wind_onshore,generation_hydro_pumped_storage,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_nuclear,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_brown_coal_lignite,generation_biomass,generation_waste,generation_other
2018-01-06 15:00:00,,66.0,,210.0,8636.0,,4.0,,,,,,52.0
2018-01-06 16:00:00,,68.0,,209.0,8642.0,,4.0,,,,,,52.0
2018-01-06 17:00:00,,65.0,,209.0,8540.0,,4.0,,,,,,52.0
2018-01-06 18:00:00,,68.0,,209.0,8450.0,,4.0,,,,,,50.0
2018-01-06 19:00:00,,71.0,,208.0,8077.0,,4.0,,,,,,50.0
2018-01-06 20:00:00,,73.0,,208.0,7835.0,,4.0,,,,,,50.0
2018-01-06 21:00:00,,67.0,,207.0,7201.0,,4.0,,,,,,44.0
2018-01-06 22:00:00,,55.0,,207.0,6714.0,,4.0,,,,,,43.0
2018-01-06 23:00:00,,49.0,,200.0,6026.0,,4.0,,,,,,37.0
2018-01-07 00:00:00,,45.0,,200.0,5542.0,,4.0,,,,,,37.0
2018-01-07 01:00:00,,44.0,,200.0,5017.0,,4.0,,,,,,37.0
2018-01-07 02:00:00,,45.0,,200.0,4534.0,,4.0,,,,,,37.0
2018-01-07 03:00:00,,45.0,,199.0,4372.0,,4.0,,,,,,37.0
2018-01-07 04:00:00,,51.0,,198.0,4782.0,,4.0,,,,,,37.0
2018-01-07 05:00:00,,54.0,,199.0,5103.0,,4.0,,,,,,37.0
2018-01-07 06:00:00,,76.0,,199.0,5416.0,,4.0,,,,,,37.0
2018-01-07 07:00:00,,97.0,,200.0,5862.0,,4.0,,,,,,37.0
2018-01-07 08:00:00,,113.0,,200.0,6660.0,,4.0,,,,,,37.0
2018-01-07 09:00:00,,139.0,,200.0,7105.0,,4.0,,,,,,37.0
2018-01-07 10:00:00,,176.0,,202.0,7270.0,,4.0,,,,,,37.0
2018-01-07 11:00:00,,239.0,,202.0,7012.0,,4.0,,,,,,37.0
2018-01-07 12:00:00,,314.0,,203.0,6594.0,,4.0,,,,,,38.0
2018-01-07 13:00:00,,349.0,,203.0,6577.0,,4.0,,,,,,38.0
2018-01-07 14:00:00,,353.0,,203.0,7042.0,,4.0,,,,,,38.0
2018-01-07 15:00:00,,347.0,,203.0,7669.0,,4.0,,,,,,38.0
2018-01-07 16:00:00,,331.0,,203.0,8053.0,,4.0,,,,,,39.0
2018-01-07 17:00:00,,312.0,,202.0,8137.0,,4.0,,,,,,39.0
2018-01-07 18:00:00,,273.0,,202.0,8085.0,,4.0,,,,,,38.0
2018-01-07 19:00:00,,226.0,,202.0,7912.0,,4.0,,,,,,38.0
2018-01-07 20:00:00,,196.0,,202.0,7313.0,,4.0,,,,,,37.0
2018-01-07 21:00:00,,155.0,,202.0,6825.0,,4.0,,,,,,43.0
2018-01-07 22:00:00,,142.0,,201.0,5560.0,,4.0,,,,,,43.0
2018-01-07 23:00:00,,147.0,,193.0,4518.0,,4.0,,,,,,33.0
2018-01-08 00:00:00,,122.0,,193.0,4105.0,,4.0,,,,,,33.0
2018-01-08 01:00:00,,103.0,,193.0,3926.0,,4.0,,,,,,33.0
2018-01-08 02:00:00,,86.0,,193.0,3956.0,,4.0,,,,,,33.0
2018-01-08 03:00:00,,72.0,,193.0,4356.0,,4.0,,,,,,33.0
2018-01-08 04:00:00,,76.0,,193.0,5687.0,,4.0,,,,,,33.0
2018-01-08 05:00:00,,71.0,,192.0,7788.0,,4.0,,,,,,50.0
2018-01-08 06:00:00,,59.0,,192.0,8227.0,,4.0,,,,,,61.0
2018-01-08 07:00:00,,47.0,,200.0,8682.0,,4.0,,,,,,63.0
2018-01-08 08:00:00,,41.0,,223.0,8675.0,,4.0,,,,,,64.0
2018-01-08 09:00:00,,42.0,,254.0,8719.0,,4.0,,,,,,64.0
2018-01-08 10:00:00,,25.0,,261.0,8692.0,,4.0,,,,,,67.0
2018-01-08 11:00:00,,29.0,,262.0,8632.0,,4.0,,,,,,66.0
2018-01-08 12:00:00,,27.0,,257.0,8585.0,,4.0,,,,,,66.0
2018-01-08 13:00:00,,23.0,,258.0,8647.0,,4.0,,,,,,67.0
2018-01-08 14:00:00,,23.0,,262.0,8663.0,,4.0,,,,,,68.0
2018-01-08 15:00:00,,26.0,,262.0,8623.0,,4.0,,,,,,68.0
2018-01-08 16:00:00,,34.0,,262.0,8713.0,,4.0,,,,,,68.0
2018-01-08 17:00:00,,43.0,,262.0,8529.0,,4.0,,,,,,68.0
2018-01-08 18:00:00,,54.0,,261.0,8309.0,,4.0,,,,,,65.0
2018-01-08 19:00:00,,66.0,,260.0,7808.0,,4.0,,,,,,63.0
2018-01-08 20:00:00,,94.0,,260.0,7073.0,,4.0,,,,,,63.0
2018-01-08 21:00:00,,127.0,,260.0,6343.0,,4.0,,,,,,64.0
2018-01-08 22:00:00,,151.0,,258.0,5451.0,,4.0,,,,,,64.0
2018-01-08 23:00:00,,180.0,,261.0,4567.0,,4.0,,,,,,62.0
2018-01-09 00:00:00,,214.0,,260.0,4446.0,,4.0,,,,,,62.0
2018-01-09 01:00:00,,248.0,,260.0,4403.0,,4.0,,,,,,63.0
2018-01-09 02:00:00,,290.0,,260.0,4439.0,,4.0,,,,,,63.0
2018-01-09 03:00:00,,353.0,,260.0,4717.0,,4.0,,,,,,63.0
2018-01-09 04:00:00,,376.0,,261.0,5630.0,,4.0,,,,,,63.0
2018-01-09 05:00:00,,388.0,,261.0,7160.0,,4.0,,,,,,63.0
2018-01-09 06:00:00,,403.0,,260.0,8200.0,,4.0,,,,,,65.0
2018-01-09 07:00:00,,434.0,,259.0,8243.0,,4.0,,,,,,66.0
2018-01-09 08:00:00,,442.0,,260.0,8269.0,,4.0,,,,,,66.0
2018-01-09 09:00:00,,451.0,,260.0,8160.0,,4.0,,,,,,66.0
2018-01-09 10:00:00,,459.0,,260.0,8065.0,,4.0,,,,,,66.0
2018-01-09 11:00:00,,460.0,,261.0,8021.0,,4.0,,,,,,66.0
2018-01-09 12:00:00,,464.0,,261.0,8085.0,,4.0,,,,,,65.0
2018-01-09 13:00:00,,457.0,,261.0,8128.0,,4.0,,,,,,65.0
2018-01-09 14:00:00,,459.0,,262.0,8298.0,,4.0,,,,,,65.0
2018-01-09 15:00:00,,462.0,,260.0,8359.0,,4.0,,,,,,66.0
2018-01-09 16:00:00,,465.0,,260.0,8422.0,,4.0,,,,,,68.0
2018-01-09 17:00:00,,464.0,,260.0,8421.0,,4.0,,,,,,67.0
2018-01-09 18:00:00,,464.0,,259.0,8295.0,,4.0,,,,,,66.0
2018-01-09 19:00:00,,477.0,,259.0,8179.0,,4.0,,,,,,66.0
2018-01-09 20:00:00,,472.0,,263.0,8038.0,,4.0,,,,,,65.0
2018-01-09 21:00:00,,483.0,,258.0,7263.0,,4.0,,,,,,64.0
2018-01-09 22:00:00,,473.0,,258.0,6587.0,,4.0,,,,,,65.0
2018-01-09 23:00:00,,485.0,,254.0,6833.0,,4.0,,,,,,63.0
2018-01-10 00:00:00,,483.0,,254.0,6007.0,,4.0,,,,,,63.0
2018-01-10 01:00:00,,467.0,,253.0,5550.0,,4.0,,,,,,63.0
2018-01-10 02:00:00,,457.0,,254.0,5474.0,,4.0,,,,,,63.0
2018-01-10 03:00:00,,437.0,,253.0,6191.0,,4.0,,,,,,63.0
2018-01-10 04:00:00,,440.0,,254.0,7626.0,,4.0,,,,,,63.0
2018-01-10 05:00:00,,463.0,,253.0,8634.0,,4.0,,,,,,69.0
2018-01-10 06:00:00,,446.0,,253.0,8948.0,,4.0,,,,,,69.0
2018-01-10 07:00:00,,424.0,,254.0,8879.0,,4.0,,,,,,69.0
2018-01-10 08:00:00,,402.0,,253.0,8802.0,,4.0,,,,,,69.0
2018-01-10 09:00:00,,390.0,,253.0,8810.0,,4.0,,,,,,69.0
2018-01-10 10:00:00,,386.0,,254.0,8660.0,,4.0,,,,,,69.0
2018-01-10 11:00:00,,375.0,,251.0,8513.0,,4.0,,,,,,69.0
2018-01-10 12:00:00,,367.0,,259.0,8582.0,,4.0,,,,,,69.0
2018-01-10 13:00:00,,360.0,,263.0,8873.0,,4.0,,,,,,69.0
2018-01-10 14:00:00,,352.0,,262.0,8870.0,,4.0,,,,,,69.0
2018-01-10 15:00:00,,356.0,,259.0,8686.0,,4.0,,,,,,69.0
2018-01-10 16:00:00,,352.0,,258.0,8559.0,,4.0,,,,,,69.0
2018-01-10 17:00:00,,348.0,,259.0,8668.0,,4.0,,,,,,69.0
2018-01-10 18:00:00,,345.0,,259.0,8704.0,,4.0,,,,,,69.0
2018-01-10 19:00:00,,344.0,,258.0,8554.0,,4.0,,,,,,66.0
2018-01-10 20:00:00,,343.0,,260.0,8458.0,,4.0,,,,,,66.0
2018-01-10 21:00:00,,332.0,,258.0,8440.0,,4.0,,,,,,65.0
2018-01-10 22:00:00,,347.0,,257.0,8206.0,,4.0,,,,,,64.0
2018-01-10 23:00:00,,368.0,,254.0,7952.0,,4.0,,,,,,64.0
2018-01-11 00:00:00,,364.0,,254.0,7753.0,,4.0,,,,,,64.0
2018-01-11 01:00:00,,308.0,,254.0,7681.0,,4.0,,,,,,64.0
2018-01-11 02:00:00,,306.0,,255.0,7750.0,,4.0,,,,,,64.0
2018-01-11 03:00:00,,293.0,,254.0,7898.0,,4.0,,,,,,64.0
2018-01-11 04:00:00,,265.0,,254.0,8042.0,,4.0,,,,,,67.0
2018-01-11 05:00:00,,237.0,,253.0,8383.0,,4.0,,,,,,68.0
2018-01-11 06:00:00,,227.0,,253.0,8513.0,,4.0,,,,,,68.0
2018-01-11 07:00:00,,208.0,,254.0,8715.0,,4.0,,,,,,68.0
2018-01-11 08:00:00,,193.0,,237.0,8730.0,,4.0,,,,,,68.0
2018-01-11 09:00:00,,178.0,,238.0,8764.0,,4.0,,,,,,68.0
2018-01-11 10:00:00,,161.0,,255.0,8858.0,,4.0,,,,,,68.0
2018-01-11 11:00:00,,144.0,,254.0,8778.0,,4.0,,,,,,67.0
2018-01-11 12:00:00,,128.0,,254.0,8803.0,,4.0,,,,,,67.0
2018-01-11 13:00:00,,115.0,,254.0,8826.0,,4.0,,,,,,67.0
2018-01-11 14:00:00,,105.0,,255.0,8837.0,,4.0,,,,,,67.0
2018-01-11 15:00:00,,102.0,,254.0,8655.0,,4.0,,,,,,66.0
2018-01-11 16:00:00,,100.0,,255.0,8557.0,,4.0,,,,,,66.0
2018-01-11 17:00:00,,95.0,,254.0,8559.0,,4.0,,,,,,67.0
2018-01-11 18:00:00,,88.0,,255.0,8602.0,,4.0,,,,,,66.0
2018-01-11 19:00:00,,77.0,,255.0,8615.0,,4.0,,,,,,66.0
2018-01-11 20:00:00,,68.0,,254.0,8410.0,,4.0,,,,,,66.0
2018-01-11 21:00:00,,64.0,,254.0,8198.0,,4.0,,,,,,62.0
2018-01-11 22:00:00,,65.0,,255.0,8047.0,,4.0,,,,,,62.0
2018-01-11 23:00:00,,56.0,,255.0,7798.0,,4.0,,,,,,62.0
2018-01-12 00:00:00,,58.0,,255.0,7401.0,,4.0,,,,,,61.0
2018-01-12 01:00:00,,68.0,,255.0,7094.0,,4.0,,,,,,61.0
2018-01-12 02:00:00,,84.0,,255.0,7157.0,,4.0,,,,,,62.0
2018-01-12 03:00:00,,110.0,,255.0,7445.0,,4.0,,,,,,62.0
2018-01-12 04:00:00,,141.0,,255.0,7899.0,,4.0,,,,,,63.0
2018-01-12 05:00:00,,164.0,,255.0,8416.0,,4.0,,,,,,67.0
2018-01-12 06:00:00,,173.0,,256.0,8908.0,,4.0,,,,,,67.0
2018-01-12 07:00:00,,170.0,,254.0,8805.0,,4.0,,,,,,68.0
2018-01-12 08:00:00,,170.0,,253.0,8779.0,,4.0,,,,,,68.0
2018-01-12 09:00:00,,178.0,,255.0,8904.0,,4.0,,,,,,68.0
2018-01-12 10:00:00,,196.0,,254.0,8866.0,,4.0,,,,,,68.0
2018-01-12 11:00:00,,213.0,,254.0,8808.0,,4.0,,,,,,68.0
2018-01-12 12:00:00,,228.0,,246.0,8768.0,,4.0,,,,,,68.0
2018-01-12 13:00:00,,256.0,,246.0,8675.0,,4.0,,,,,,68.0
2018-01-12 14:00:00,,281.0,,246.0,8634.0,,4.0,,,,,,55.0
2018-01-12 15:00:00,,294.0,,246.0,8634.0,,4.0,,,,,,55.0
2018-01-12 16:00:00,,306.0,,247.0,8727.0,,4.0,,,,,,55.0
2018-01-12 17:00:00,,317.0,,246.0,8706.0,,4.0,,,,,,55.0
2018-01-12 18:00:00,,325.0,,245.0,8566.0,,4.0,,,,,,50.0
2018-01-12 19:00:00,,331.0,,238.0,8389.0,,4.0,,,,,,50.0
2018-01-12 20:00:00,,336.0,,232.0,8193.0,,4.0,,,,,,43.0
2018-01-12 21:00:00,,336.0,,226.0,7975.0,,4.0,,,,,,43.0
2018-01-12 22:00:00,,341.0,,226.0,7653.0,,4.0,,,,,,43.0
2018-01-12 23:00:00,,338.0,,220.0,7194.0,,4.0,,,,,,43.0
2018-01-13 00:00:00,,337.0,,220.0,6990.0,,4.0,,,,,,42.0
2018-01-13 01:00:00,,336.0,,221.0,6548.0,,4.0,,,,,,42.0
2018-01-13 02:00:00,,338.0,,220.0,6199.0,,4.0,,,,,,42.0
2018-01-13 03:00:00,,333.0,,220.0,5828.0,,4.0,,,,,,43.0
2018-01-13 04:00:00,,348.0,,221.0,6194.0,,4.0,,,,,,43.0
2018-01-13 05:00:00,,369.0,,221.0,6761.0,,4.0,,,,,,43.0
2018-01-13 06:00:00,,376.0,,222.0,7429.0,,4.0,,,,,,43.0
2018-01-13 07:00:00,,371.0,,221.0,7783.0,,4.0,,,,,,43.0
2018-01-13 08:00:00,,381.0,,221.0,7851.0,,4.0,,,,,,40.0
2018-01-13 09:00:00,,381.0,,220.0,8007.0,,4.0,,,,,,40.0
2018-01-13 10:00:00,,384.0,,218.0,8036.0,,4.0,,,,,,38.0
2018-01-13 11:00:00,,371.0,,216.0,8051.0,,4.0,,,,,,38.0
2018-01-13 12:00:00,,370.0,,216.0,7958.0,,4.0,,,,,,36.0
2018-01-13 13:00:00,,374.0,,216.0,7925.0,,4.0,,,,,,35.0
2018-01-13 14:00:00,,376.0,,216.0,7948.0,,4.0,,,,,,34.0
2018-01-13 15:00:00,,391.0,,215.0,8055.0,,4.0,,,,,,34.0
2018-01-13 16:00:00,,393.0,,216.0,8150.0,,4.0,,,,,,34.0
2018-01-13 17:00:00,,403.0,,215.0,8090.0,,4.0,,,,,,34.0
2018-01-13 18:00:00,,397.0,,214.0,7937.0,,4.0,,,,,,34.0
2018-01-13 19:00:00,,373.0,,214.0,7535.0,,4.0,,,,,,34.0
2018-01-13 20:00:00,,372.0,,214.0,7075.0,,4.0,,,,,,34.0
2018-01-13 21:00:00,,368.0,,214.0,6497.0,,4.0,,,,,,34.0
2018-01-13 22:00:00,,370.0,,214.0,5604.0,,4.0,,,,,,34.0
2018-01-13 23:00:00,,352.0,,215.0,4886.0,,4.0,,,,,,33.0
2018-01-14 00:00:00,,349.0,,215.0,4547.0,,4.0,,,,,,33.0
2018-01-14 01:00:00,,347.0,,214.0,4488.0,,4.0,,,,,,33.0
2018-01-14 02:00:00,,348.0,,215.0,4537.0,,4.0,,,,,,33.0
2018-01-14 03:00:00,,343.0,,214.0,4425.0,,4.0,,,,,,33.0
2018-01-14 04:00:00,,346.0,,214.0,4490.0,,4.0,,,,,,33.0
2018-01-14 05:00:00,,360.0,,214.0,4493.0,,4.0,,,,,,33.0
2018-01-14 06:00:00,,365.0,,214.0,4686.0,,4.0,,,,,,33.0
2018-01-14 07:00:00,,364.0,,214.0,5101.0,,4.0,,,,,,33.0
2018-01-14 08:00:00,,363.0,,214.0,6213.0,,4.0,,,,,,33.0
2018-01-14 09:00:00,,361.0,,214.0,6770.0,,4.0,,,,,,33.0
2018-01-14 10:00:00,,381.0,,214.0,7021.0,,4.0,,,,,,33.0
2018-01-14 11:00:00,,406.0,,213.0,6811.0,,4.0,,,,,,33.0
2018-01-14 12:00:00,,410.0,,213.0,6572.0,,4.0,,,,,,33.0
2018-01-14 13:00:00,,407.0,,213.0,6963.0,,4.0,,,,,,33.0
