timestamp,precipitation_convective,precipitation_large_scale,precipitation_snow
2018-01-01 00:00:00,0.0,1.6423042e-05,2.759511e-05
2018-01-01 01:00:00,0.0,1.0577533e-05,5.068015e-05
2018-01-01 02:00:00,0.0,6.270791e-06,6.1876744e-05
2018-01-01 03:00:00,0.0,4.3564114e-06,4.1520052e-05
2018-01-01 04:00:00,0.0,4.3413347e-06,2.0326795e-05
2018-01-01 05:00:00,0.0,4.6536165e-06,1.699802e-05
2018-01-01 06:00:00,0.0,4.2267884e-06,2.818474e-05
2018-01-01 07:00:00,0.0,3.1424604e-06,4.04853e-05
2018-01-01 08:00:00,0.0,2.4179772e-06,3.7207214e-05
2018-01-01 09:00:00,0.0,3.5764417e-06,2.0496707e-05
2018-01-01 10:00:00,0.0,8.5360025e-06,9.845426e-06
2018-01-01 11:00:00,0.0,2.3412786e-05,1.1815009e-05
2018-01-01 12:00:00,0.0,3.474553e-05,3.2546286e-05
2018-01-01 13:00:00,0.0,3.5382753e-05,5.8834237e-05
2018-01-01 14:00:00,1.9449699e-11,3.9074715e-05,6.476451e-05
2018-01-01 15:00:00,1.7963916e-09,4.339083e-05,6.8623216e-05
2018-01-01 16:00:00,4.3812762e-09,3.849207e-05,7.386483e-05
2018-01-01 17:00:00,1.9561307e-08,2.6454149e-05,4.758454e-05
2018-01-01 18:00:00,1.6605021e-08,2.1615457e-05,1.6337488e-05
2018-01-01 19:00:00,3.3322083e-09,1.7009808e-05,3.4101242e-06
2018-01-01 20:00:00,5.872386e-11,1.9203373e-05,9.730649e-07
2018-01-01 21:00:00,8.2200465e-15,2.0693158e-05,1.314156e-07
2018-01-01 22:00:00,1.4834389e-10,2.245299e-05,2.7010344e-08
2018-01-01 23:00:00,1.8086725e-08,2.1450855e-05,1.850072e-08
2018-01-02 00:00:00,1.5470725e-09,1.9017723e-05,3.2814825e-08
2018-01-02 01:00:00,3.774752e-10,2.0478701e-05,1.4166602e-07
2018-01-02 02:00:00,1.9403585e-09,2.0947526e-05,1.6081408e-07
2018-01-02 03:00:00,2.4050716e-13,2.3484083e-05,1.4710719e-07
2018-01-02 04:00:00,3.2509995e-12,2.6249121e-05,1.7955524e-07
2018-01-02 05:00:00,0.0,2.818829e-05,2.302009e-07
2018-01-02 06:00:00,0.0,2.4671888e-05,2.6833982e-07
2018-01-02 07:00:00,0.0,1.7994682e-05,7.470791e-07
2018-01-02 08:00:00,0.0,1.1718937e-05,4.649017e-07
2018-01-02 09:00:00,4.0498416e-12,9.527019e-06,2.7570752e-07
2018-01-02 10:00:00,6.6998924e-12,8.851617e-06,2.2174568e-07
2018-01-02 11:00:00,1.661485e-10,7.2754524e-06,1.9289031e-07
2018-01-02 12:00:00,0.0,6.283388e-06,1.8607727e-07
2018-01-02 13:00:00,0.0,6.4838528e-06,2.3637935e-07
2018-01-02 14:00:00,0.0,5.939606e-06,4.6178698e-07
2018-01-02 15:00:00,7.339849e-11,4.8734532e-06,7.864104e-07
2018-01-02 16:00:00,6.683553e-11,4.482297e-06,1.2710109e-06
2018-01-02 17:00:00,4.17385e-12,5.1528286e-06,2.454412e-06
2018-01-02 18:00:00,0.0,5.631816e-06,2.5521094e-06
2018-01-02 19:00:00,8.090223e-11,5.5973633e-06,2.6729558e-06
2018-01-02 20:00:00,3.9302152e-11,5.2359e-06,2.7238834e-06
2018-01-02 21:00:00,0.0,4.4563294e-06,1.885935e-06
2018-01-02 22:00:00,0.0,4.1726903e-06,1.3734297e-06
2018-01-02 23:00:00,9.1542146e-10,3.835843e-06,1.3071568e-06
2018-01-03 00:00:00,1.980486e-10,3.6981166e-06,1.2543547e-06
2018-01-03 01:00:00,2.9807132e-10,3.5665155e-06,1.1491452e-06
2018-01-03 02:00:00,2.029166e-09,3.7453592e-06,1.2986945e-06
2018-01-03 03:00:00,1.9734938e-09,4.6136142e-06,1.8749055e-06
2018-01-03 04:00:00,1.1756154e-09,4.56011e-06,2.514361e-06
2018-01-03 05:00:00,8.916905e-10,3.8329904e-06,2.8318311e-06
2018-01-03 06:00:00,1.2341825e-10,3.41015e-06,3.1892441e-06
2018-01-03 07:00:00,3.2485389e-13,3.2110217e-06,3.331491e-06
2018-01-03 08:00:00,3.01795e-17,3.424713e-06,3.23393e-06
2018-01-03 09:00:00,0.0,3.2301311e-06,2.752035e-06
2018-01-03 10:00:00,0.0,3.0870165e-06,2.4068077e-06
2018-01-03 11:00:00,0.0,3.1384034e-06,2.0766288e-06
2018-01-03 12:00:00,0.0,2.999553e-06,2.5984946e-06
2018-01-03 13:00:00,0.0,3.3670017e-06,3.5681912e-06
2018-01-03 14:00:00,0.0,3.5750604e-06,5.2673186e-06
2018-01-03 15:00:00,0.0,3.4240752e-06,5.6442946e-06
2018-01-03 16:00:00,0.0,2.4915707e-06,5.4348084e-06
2018-01-03 17:00:00,0.0,1.687618e-06,4.9890455e-06
2018-01-03 18:00:00,0.0,1.3967781e-06,4.469616e-06
2018-01-03 19:00:00,0.0,1.3492262e-06,4.0161817e-06
2018-01-03 20:00:00,0.0,1.4584657e-06,4.051611e-06
2018-01-03 21:00:00,5.3150693e-09,1.1755872e-06,3.9474053e-06
2018-01-03 22:00:00,7.037652e-09,9.740729e-07,3.246052e-06
2018-01-03 23:00:00,9.804324e-09,6.610525e-07,2.3356654e-06
2018-01-04 00:00:00,5.661173e-09,5.8368374e-07,1.8793929e-06
2018-01-04 01:00:00,8.410117e-09,4.942951e-07,2.0562497e-06
2018-01-04 02:00:00,9.417593e-09,3.9437808e-07,2.6270907e-06
2018-01-04 03:00:00,1.0322054e-09,2.8708877e-07,3.8986404e-06
2018-01-04 04:00:00,0.0,2.2373005e-07,4.8269926e-06
2018-01-04 05:00:00,4.4182435e-10,3.1907322e-07,3.3173283e-06
2018-01-04 06:00:00,5.428092e-10,5.175693e-07,2.1013113e-06
2018-01-04 07:00:00,2.0444921e-10,8.9577867e-07,2.2672086e-06
2018-01-04 08:00:00,2.2398224e-14,1.7808733e-06,3.2124312e-06
2018-01-04 09:00:00,0.0,2.6813004e-06,2.5092909e-06
2018-01-04 10:00:00,2.0964591e-10,3.8562407e-06,1.1172635e-06
2018-01-04 11:00:00,0.0,5.260147e-06,3.0912975e-07
2018-01-04 12:00:00,0.0,8.170698e-06,2.8024888e-07
2018-01-04 13:00:00,0.0,1.358979e-05,7.897577e-07
2018-01-04 14:00:00,0.0,1.910824e-05,2.8739014e-06
2018-01-04 15:00:00,0.0,2.4911684e-05,3.333715e-06
2018-01-04 16:00:00,0.0,3.169826e-05,2.2842569e-06
2018-01-04 17:00:00,1.7926075e-10,3.675948e-05,1.4872192e-06
2018-01-04 18:00:00,1.9132845e-10,3.7180303e-05,1.7635347e-06
2018-01-04 19:00:00,0.0,3.6381232e-05,8.7423103e-07
2018-01-04 20:00:00,0.0,3.2490174e-05,2.9825665e-06
2018-01-04 21:00:00,0.0,3.0707564e-05,5.931484e-06
2018-01-04 22:00:00,1.3758055e-11,3.609482e-05,6.221231e-06
2018-01-04 23:00:00,2.1126398e-10,4.2811615e-05,5.636688e-06
2018-01-05 00:00:00,4.1454054e-08,4.676607e-05,1.8103551e-06
2018-01-05 01:00:00,6.035367e-08,4.0582177e-05,1.2782351e-07
2018-01-05 02:00:00,7.6004916e-08,2.9290071e-05,1.15618626e-07
2018-01-05 03:00:00,1.5893148e-07,1.9429259e-05,2.9425905e-07
2018-01-05 04:00:00,1.8754085e-07,1.3916366e-05,5.4290086e-07
2018-01-05 05:00:00,2.3850455e-07,1.3460267e-05,4.7227564e-07
2018-01-05 06:00:00,3.37619e-07,2.0129262e-05,7.765048e-07
2018-01-05 07:00:00,1.6558289e-07,3.5488294e-05,2.1988699e-06
2018-01-05 08:00:00,1.2687153e-07,4.9942777e-05,5.6225017e-06
2018-01-05 09:00:00,2.0505262e-09,4.9382168e-05,9.556799e-06
2018-01-05 10:00:00,4.9941606e-10,4.9312897e-05,2.152104e-06
2018-01-05 11:00:00,2.070061e-08,2.7814898e-05,1.1750002e-06
2018-01-05 12:00:00,0.0,2.4048952e-05,2.1926898e-07
2018-01-05 13:00:00,0.0,3.3769564e-05,3.030225e-07
2018-01-05 14:00:00,1.6925615e-10,4.9911254e-05,1.7304307e-06
2018-01-05 15:00:00,0.0,4.489697e-05,1.7762315e-05
2018-01-05 16:00:00,2.5391764e-14,3.6329482e-05,2.3999557e-05
2018-01-05 17:00:00,0.0,2.5367279e-05,2.455862e-05
2018-01-05 18:00:00,0.0,1.8028764e-05,2.7020644e-05
2018-01-05 19:00:00,0.0,1.8961695e-05,2.8840685e-05
2018-01-05 20:00:00,0.0,2.4002735e-05,2.6886019e-05
2018-01-05 21:00:00,0.0,3.1368992e-05,2.3013228e-05
2018-01-05 22:00:00,4.1945583e-10,3.3031847e-05,1.8625604e-05
2018-01-05 23:00:00,5.372193e-09,3.106894e-05,1.4588835e-05
2018-01-06 00:00:00,1.6264585e-09,3.0042e-05,1.1080664e-05
2018-01-06 01:00:00,5.5472538e-09,2.7325243e-05,6.7861774e-06
2018-01-06 02:00:00,5.465111e-08,2.2880036e-05,4.307509e-06
2018-01-06 03:00:00,8.9660006e-08,1.8561905e-05,3.2190285e-06
2018-01-06 04:00:00,3.597702e-08,1.797691e-05,1.8567886e-06
2018-01-06 05:00:00,1.3163589e-08,1.6969017e-05,9.0832486e-07
2018-01-06 06:00:00,1.4480265e-08,1.932541e-05,4.8144744e-07
2018-01-06 07:00:00,1.7719334e-08,2.292595e-05,4.173235e-07
2018-01-06 08:00:00,5.6041576e-09,2.3516859e-05,3.092551e-06
2018-01-06 09:00:00,5.1882747e-09,2.230336e-05,5.250338e-06
2018-01-06 10:00:00,1.2945297e-09,1.7524995e-05,6.8233903e-06
2018-01-06 11:00:00,2.71363e-10,1.52166585e-05,5.4054403e-06
2018-01-06 12:00:00,1.6005221e-10,1.33984695e-05,3.644056e-06
2018-01-06 13:00:00,8.4677176e-10,9.7209695e-06,3.423367e-06
2018-01-06 14:00:00,0.0,7.770295e-06,2.7761532e-06
2018-01-06 15:00:00,0.0,5.669858e-06,2.3823368e-06
2018-01-06 16:00:00,0.0,3.6339181e-06,2.4105384e-06
2018-01-06 17:00:00,5.0550935e-12,2.6285106e-06,2.8727259e-06
2018-01-06 18:00:00,1.9085487e-08,3.6585836e-06,3.338851e-06
2018-01-06 19:00:00,1.0229232e-07,4.5330394e-06,3.7827285e-06
2018-01-06 20:00:00,1.5721214e-07,3.9340907e-06,5.614609e-06
2018-01-06 21:00:00,6.726388e-08,3.1305544e-06,6.791027e-06
2018-01-06 22:00:00,1.6623397e-07,2.0466564e-06,8.476399e-06
2018-01-06 23:00:00,1.0957154e-07,1.4615285e-06,9.184406e-06
2018-01-07 00:00:00,8.936817e-08,9.2088817e-07,8.609593e-06
2018-01-07 01:00:00,3.1245044e-08,2.3891033e-07,6.553746e-06
2018-01-07 02:00:00,8.612125e-08,4.0827253e-08,3.225797e-06
2018-01-07 03:00:00,1.5133571e-07,1.4686789e-08,8.9928244e-07
2018-01-07 04:00:00,1.1054385e-07,1.2440328e-08,1.9198801e-07
2018-01-07 05:00:00,1.0507754e-07,7.706053e-09,1.1824819e-07
2018-01-07 06:00:00,4.935561e-08,9.160986e-09,6.0570386e-08
2018-01-07 07:00:00,1.7507546e-08,5.074723e-09,2.2016899e-07
2018-01-07 08:00:00,3.80208e-08,6.58598e-10,2.9066285e-07
2018-01-07 09:00:00,5.5459623e-08,7.3973827e-10,1.3954214e-07
2018-01-07 10:00:00,1.75814e-08,8.314298e-10,4.1695344e-08
2018-01-07 11:00:00,2.3928788e-09,5.6663674e-10,1.3395067e-08
2018-01-07 12:00:00,1.1754003e-10,2.6636912e-10,4.8920827e-09
2018-01-07 13:00:00,2.5418641e-11,3.7112052e-10,2.389728e-09
2018-01-07 14:00:00,2.6140862e-11,5.2919025e-10,8.7238945e-09
2018-01-07 15:00:00,0.0,1.8905206e-08,9.8385364e-08
2018-01-07 16:00:00,5.436546e-11,1.2749686e-06,1.152607e-07
2018-01-07 17:00:00,3.5422543e-10,7.2138914e-06,9.2923716e-07
2018-01-07 18:00:00,8.244996e-09,5.0285826e-06,1.4312558e-05
2018-01-07 19:00:00,1.2207366e-07,2.3968628e-06,2.4349081e-05
2018-01-07 20:00:00,4.59062e-07,2.4252115e-06,2.1555716e-05
2018-01-07 21:00:00,1.4763528e-07,3.203571e-06,1.2000063e-05
2018-01-07 22:00:00,3.009455e-07,1.2381706e-06,6.0737475e-06
2018-01-07 23:00:00,2.6802917e-07,6.475327e-07,2.6938121e-06
2018-01-08 00:00:00,1.5886344e-07,4.8425665e-07,9.1932225e-07
